id,price_amount,marketing_carrier_name,origin_place_name,origin_place_iata,destination_place_name,destination_place_iata,departure_datetime,arrival_datetime,departure_query,arrival_query,segment_count,total_flight_duration
11089-2305222230--31821-0-10610-2305230545,244.0,SriLankan Airlines,Hamad International,DOH,Colombo Bandaranayake,CMB,2023-05-22 22:30:00,2023-05-23 05:45:00,DOH,CMB,1,285
11089-2305222230--31821-1-10485-2305231330,322.3,SriLankan Airlines > SriLankan Airlines,Hamad International > Colombo Bandaranayake,DOH > CMB,Colombo Bandaranayake > Soekarno-Hatta,CMB > CGK,2023-05-22 22:30:00,2023-05-23 13:30:00,DOH,CGK,2,565
11089-2305222230--31821-1-13288-2305231215,167.59,SriLankan Airlines > SriLankan Airlines,Hamad International > Colombo Bandaranayake,DOH > CMB,Colombo Bandaranayake > Kathmandu,CMB > KTM,2023-05-22 22:30:00,2023-05-23 12:15:00,DOH,KTM,2,510
11089-2305222230--31821-1-16292-2305231855,344.0,SriLankan Airlines > SriLankan Airlines,Hamad International > Colombo Bandaranayake,DOH > CMB,Colombo Bandaranayake > Singapore Changi,CMB > SIN,2023-05-22 22:30:00,2023-05-23 18:55:00,DOH,SIN,2,535
"11089-2305222240--32339,-31734-2-9561-2305250210",536.23,Etihad Airways > Turkish Airlines > Turkish Airlines,Hamad International > Abu Dhabi International > Istanbul,DOH > AUH > IST,Abu Dhabi International > Istanbul > Ashgabat,AUH > IST > ASB,2023-05-22 22:40:00,2023-05-25 02:10:00,DOH,ASB,3,570
"11089-2305222240--32339,-31964-2-17075-2305232005",481.5,Etihad Airways > Etihad Airways > Philippine Airlines,Hamad International > Abu Dhabi International > Manila Ninoy Aquino,DOH > AUH > MNL,Abu Dhabi International > Manila Ninoy Aquino > Taipei Taiwan Taoyuan,AUH > MNL > TPE,2023-05-22 22:40:00,2023-05-23 20:05:00,DOH,TPE,3,740
"11089-2305222240--32339,-32213-2-16292-2305231745",305.2,Etihad Airways > IndiGo > IndiGo,Hamad International > Abu Dhabi International > Chennai,DOH > AUH > MAA,Abu Dhabi International > Chennai > Singapore Changi,AUH > MAA > SIN,2023-05-22 22:40:00,2023-05-23 17:45:00,DOH,SIN,3,575
"11089-2305222240--32339,-32257-1-9715-2305230225",260.99,Etihad Airways > Gulf Air,Hamad International > Abu Dhabi International,DOH > AUH,Abu Dhabi International > Bahrain,AUH > BAH,2023-05-22 22:40:00,2023-05-23 02:25:00,DOH,BAH,2,130
"11089-2305222240--32339,-32433-3-11001-2305241225",1012.1,Etihad Airways > Etihad Airways > Citilink > Citilink,Hamad International > Abu Dhabi International > Soekarno-Hatta > Bali (Denpasar),DOH > AUH > CGK > DPS,Abu Dhabi International > Soekarno-Hatta > Bali (Denpasar) > Dili,AUH > CGK > DPS > DIL,2023-05-22 22:40:00,2023-05-24 12:25:00,DOH,DIL,4,795
"11089-2305222240--32339,-32442-3-15277-2305240915",480.1,Etihad Airways > Etihad Airways > China Eastern > China Eastern,Hamad International > Abu Dhabi International > Manila Ninoy Aquino > Shanghai Hongqiao,DOH > AUH > MNL > SHA,Abu Dhabi International > Manila Ninoy Aquino > Shanghai PuDong > Beijing Capital,AUH > MNL > PVG > PEK,2023-05-22 22:40:00,2023-05-24 09:15:00,DOH,PEK,4,955
"11089-2305222240--32339,-32454-2-10258-2305232255",381.9,Etihad Airways > Etihad Airways > Cebu Pacific,Hamad International > Abu Dhabi International > Manila Ninoy Aquino,DOH > AUH > MNL,Abu Dhabi International > Manila Ninoy Aquino > Bandar Seri Begawan,AUH > MNL > BWN,2023-05-22 22:40:00,2023-05-23 22:55:00,DOH,BWN,3,745
"11089-2305222240--32339,-32454-2-17075-2305240055",382.2,Etihad Airways > Etihad Airways > Cebu Pacific,Hamad International > Abu Dhabi International > Manila Ninoy Aquino,DOH > AUH > MNL,Abu Dhabi International > Manila Ninoy Aquino > Taipei Taiwan Taoyuan,AUH > MNL > TPE,2023-05-22 22:40:00,2023-05-24 00:55:00,DOH,TPE,3,740
11089-2305222240--32339-1-10485-2305231435,576.0,Etihad Airways > Etihad Airways,Hamad International > Abu Dhabi International,DOH > AUH,Abu Dhabi International > Soekarno-Hatta,AUH > CGK,2023-05-22 22:40:00,2023-05-23 14:35:00,DOH,CGK,2,570
11089-2305222240--32339-1-12569-2305231825,136.0,Etihad Airways > Etihad Airways,Hamad International > Abu Dhabi International,DOH > AUH,Abu Dhabi International > Islamabad,AUH > ISB,2023-05-22 22:40:00,2023-05-23 18:25:00,DOH,ISB,2,255
11089-2305222240--32339-1-13938-2305230325,231.0,Etihad Airways > Etihad Airways,Hamad International > Abu Dhabi International,DOH > AUH,Abu Dhabi International > Muscat,AUH > MCT,2023-05-22 22:40:00,2023-05-23 03:25:00,DOH,MCT,2,130
11089-2305222240--32339-1-14213-2305231555,287.0,Etihad Airways > Etihad Airways,Hamad International > Abu Dhabi International,DOH > AUH,Abu Dhabi International > Manila Ninoy Aquino,AUH > MNL,2023-05-22 22:40:00,2023-05-23 15:55:00,DOH,MNL,2,605
11089-2305222240--32339-1-9715-2305230225,236.0,Etihad Airways > Etihad Airways,Hamad International > Abu Dhabi International,DOH > AUH,Abu Dhabi International > Bahrain,AUH > BAH,2023-05-22 22:40:00,2023-05-23 02:25:00,DOH,BAH,2,130
"11191-2305220300--31734,-31138-2-13445-2305221345",683.99,Turkish Airlines > Turkish Airlines > Tus Airways,Dushanbe > Istanbul > Ben Gurion Intl,DYU > IST > TLV,Istanbul > Ben Gurion Intl > Larnaca,IST > TLV > LCA,2023-05-22 03:00:00,2023-05-22 13:45:00,DYU,LCA,3,510
"11191-2305220300--31734,-31669-2-13445-2305221645",670.99,Turkish Airlines > Turkish Airlines > Wizz Air,Dushanbe > Istanbul > Ben Gurion Intl,DYU > IST > TLV,Istanbul > Ben Gurion Intl > Larnaca,IST > TLV > LCA,2023-05-22 03:00:00,2023-05-22 16:45:00,DYU,LCA,3,515
"11191-2305220300--31734,-31703-2-17606-2305241045",887.7,Turkish Airlines > Turkish Airlines > Vietnam Airlines,Dushanbe > Istanbul > Hanoi,DYU > IST > HAN,Istanbul > Hanoi > Vientiane,IST > HAN > VTE,2023-05-22 03:00:00,2023-05-24 10:45:00,DYU,VTE,3,970
"11191-2305220300--31734,-31924-2-10258-2305231715",971.99,Turkish Airlines > Turkish Airlines > Royal Brunei ,Dushanbe > Istanbul > Bangkok Suvarnabhumi,DYU > IST > BKK,Istanbul > Bangkok Suvarnabhumi > Bandar Seri Begawan,IST > BKK > BWN,2023-05-22 03:00:00,2023-05-23 17:15:00,DYU,BWN,3,1060
"11191-2305220300--31734,-31924-2-10258-2305241630",966.76,Turkish Airlines > Turkish Airlines > Royal Brunei ,Dushanbe > Istanbul > Soekarno-Hatta,DYU > IST > CGK,Istanbul > Soekarno-Hatta > Bandar Seri Begawan,IST > CGK > BWN,2023-05-22 03:00:00,2023-05-24 16:30:00,DYU,BWN,3,1180
"11191-2305220300--31734,-31973-1-11389-2305221715",432.0,Turkish Airlines > Pegasus Airlines,Dushanbe > Istanbul Sabiha,DYU > SAW,Istanbul > Ankara Esenboga,IST > ESB,2023-05-22 03:00:00,2023-05-22 17:15:00,DYU,ESB,2,385
"11191-2305220300--31734,-31973-1-11431-2305230235",499.8,Turkish Airlines > Pegasus Airlines,Dushanbe > Istanbul Sabiha,DYU > SAW,Istanbul > Yerevan,IST > EVN,2023-05-22 03:00:00,2023-05-23 02:35:00,DYU,EVN,2,445
"11191-2305220300--31734,-31973-1-11636-2305230410",501.9,Turkish Airlines > Pegasus Airlines,Dushanbe > Istanbul Sabiha,DYU > SAW,Istanbul > Bishkek,IST > FRU,2023-05-22 03:00:00,2023-05-23 04:10:00,DYU,FRU,2,625
"11191-2305220300--31734,-31973-2-11389-2305221720",578.99,Turkish Airlines > Pegasus Airlines > Pegasus Airlines,Dushanbe > Istanbul > Izmir,DYU > IST > ADB,Istanbul > Izmir > Ankara Esenboga,IST > ADB > ESB,2023-05-22 03:00:00,2023-05-22 17:20:00,DYU,ESB,3,460
"11191-2305220300--31734,-31973-2-11636-2305230350",667.2,Turkish Airlines > Pegasus Airlines > Pegasus Airlines,Dushanbe > Istanbul Sabiha > Antalya,DYU > SAW > AYT,Istanbul > Antalya > Bishkek,IST > AYT > FRU,2023-05-22 03:00:00,2023-05-23 03:50:00,DYU,FRU,3,695
"11191-2305220300--31734,-32003-2-10957-2305230655",984.87,Turkish Airlines > Turkish Airlines > Oman Air,Dushanbe > Istanbul > Muscat,DYU > IST > MCT,Istanbul > Muscat > Indira Gandhi International ,IST > MCT > DEL,2023-05-22 03:00:00,2023-05-23 06:55:00,DYU,DEL,3,810
"11191-2305220300--31734,-32036-2-12569-2305230335",545.99,Turkish Airlines > Flynas > Flynas,Dushanbe > Istanbul Sabiha > Riyadh,DYU > SAW > RUH,Istanbul > Riyadh > Islamabad,IST > RUH > ISB,2023-05-22 03:00:00,2023-05-23 03:35:00,DYU,ISB,3,815
"11191-2305220300--31734,-32052-1-25768-2305230710",943.99,Turkish Airlines > MIAT Mongolian Airlines,Dushanbe > Istanbul,DYU > IST,Istanbul > Chinggis Khaan,IST > UBN,2023-05-22 03:00:00,2023-05-23 07:10:00,DYU,UBN,2,805
"11191-2305220300--31734,-32062-2-9618-2305221935",597.7,Turkish Airlines > MEA > MEA,Dushanbe > Istanbul > Beirut,DYU > IST > BEY,Istanbul > Beirut > Abu Dhabi International,IST > BEY > AUH,2023-05-22 03:00:00,2023-05-22 19:35:00,DYU,AUH,3,630
"11191-2305220300--31734,-32090-2-11431-2305240340",2917.33,Turkish Airlines > Lufthansa > Lufthansa,Dushanbe > Istanbul > Frankfurt am Main,DYU > IST > FRA,Istanbul > Frankfurt am Main > Yerevan,IST > FRA > EVN,2023-05-22 03:00:00,2023-05-24 03:40:00,DYU,EVN,3,760
"11191-2305220300--31734,-32109-2-17606-2305231505",1290.99,Turkish Airlines > Turkish Airlines > Lao Airlines,Dushanbe > Istanbul > Bangkok Suvarnabhumi,DYU > IST > BKK,Istanbul > Bangkok Suvarnabhumi > Vientiane,IST > BKK > VTE,2023-05-22 03:00:00,2023-05-23 15:05:00,DYU,VTE,3,955
"11191-2305220300--31734,-32181,-31669-3-11431-2305222150",606.99,Turkish Airlines > Air Serbia > Air Serbia > Wizz Air,Dushanbe > Istanbul > Belgrade Nikola Tesla > Rome Fiumicino,DYU > IST > BEG > FCO,Istanbul > Belgrade Nikola Tesla > Rome Fiumicino > Yerevan,IST > BEG > FCO > EVN,2023-05-22 03:00:00,2023-05-22 21:50:00,DYU,EVN,4,760
"11191-2305220300--31734,-32301-2-9561-2305230325",947.4,Turkish Airlines > flydubai > flydubai,Dushanbe > Istanbul Sabiha > Dubai,DYU > SAW > DXB,Istanbul > Dubai > Ashgabat,IST > DXB > ASB,2023-05-22 03:00:00,2023-05-23 03:25:00,DYU,ASB,3,745
"11191-2305220300--31734,-32339-1-9618-2305231145",1190.6,Turkish Airlines > Etihad Airways,Dushanbe > Istanbul,DYU > IST,Istanbul > Abu Dhabi International,IST > AUH,2023-05-22 03:00:00,2023-05-23 11:45:00,DYU,AUH,2,595
"11191-2305220300--31734,-32348-2-9561-2305230325",1139.99,Turkish Airlines > Emirates > Emirates,Dushanbe > Istanbul Sabiha > Dubai,DYU > SAW > DXB,Istanbul > Dubai > Ashgabat,IST > DXB > ASB,2023-05-22 03:00:00,2023-05-23 03:25:00,DYU,ASB,3,745
"11191-2305220300--31734,-32352,-31669-2-13445-2305221645",544.99,Turkish Airlines > EL AL Israel Airlines > Wizz Air,Dushanbe > Istanbul > Ben Gurion Intl,DYU > IST > TLV,Istanbul > Ben Gurion Intl > Larnaca,IST > TLV > LCA,2023-05-22 03:00:00,2023-05-22 16:45:00,DYU,LCA,3,515
"11191-2305220300--31734,-32352,-32398-2-13445-2305221510",542.99,Turkish Airlines > EL AL Israel Airlines > Cyprus Airways,Dushanbe > Istanbul > Ben Gurion Intl,DYU > IST > TLV,Istanbul > Ben Gurion Intl > Larnaca,IST > TLV > LCA,2023-05-22 03:00:00,2023-05-22 15:10:00,DYU,LCA,3,510
"11191-2305220300--31734,-32352-2-13445-2305221655",575.99,Turkish Airlines > EL AL Israel Airlines > EL AL Israel Airlines,Dushanbe > Istanbul > Ben Gurion Intl,DYU > IST > TLV,Istanbul > Ben Gurion Intl > Larnaca,IST > TLV > LCA,2023-05-22 03:00:00,2023-05-22 16:55:00,DYU,LCA,3,515
"11191-2305220300--31734,-32398-2-13445-2305221510",666.99,Turkish Airlines > Turkish Airlines > Cyprus Airways,Dushanbe > Istanbul > Ben Gurion Intl,DYU > IST > TLV,Istanbul > Ben Gurion Intl > Larnaca,IST > TLV > LCA,2023-05-22 03:00:00,2023-05-22 15:10:00,DYU,LCA,3,510
"11191-2305220300--31734,-32433-2-11001-2305241225",1883.7,Turkish Airlines > Turkish Airlines > Citilink,Dushanbe > Istanbul > Bali (Denpasar),DYU > IST > DPS,Istanbul > Bali (Denpasar) > Dili,IST > DPS > DIL,2023-05-22 03:00:00,2023-05-24 12:25:00,DYU,DIL,3,1185
"11191-2305220300--31734,-32521-2-15458-2305230930",864.99,Turkish Airlines > Turkish Airlines > Bangkok Airways,Dushanbe > Istanbul > Bangkok Suvarnabhumi,DYU > IST > BKK,Istanbul > Bangkok Suvarnabhumi > Phnom Penh,IST > BKK > PNH,2023-05-22 03:00:00,2023-05-23 09:30:00,DYU,PNH,3,970
"11191-2305220300--31734,-32649,-30694-2-11431-2305222330",617.99,Turkish Airlines > Air Moldova > FLYONE Armenia,Dushanbe > Istanbul > Chisinau,DYU > IST > KIV,Istanbul > Chisinau > Yerevan,IST > KIV > EVN,2023-05-22 03:00:00,2023-05-22 23:30:00,DYU,EVN,3,545
"11191-2305220300--31734,-32649,-31669-3-11431-2305222150",672.99,Turkish Airlines > Air Moldova > Air Moldova > Wizz Air,Dushanbe > Istanbul > Chisinau > Rome Fiumicino,DYU > IST > KIV > FCO,Istanbul > Chisinau > Rome Fiumicino > Yerevan,IST > KIV > FCO > EVN,2023-05-22 03:00:00,2023-05-22 21:50:00,DYU,EVN,4,795
"11191-2305220300--31734,-32756,-31669-2-13445-2305221805",601.99,Turkish Airlines > Aegean Airlines > Wizz Air,Dushanbe > Istanbul > Athens International,DYU > IST > ATH,Istanbul > Athens International > Larnaca,IST > ATH > LCA,2023-05-22 03:00:00,2023-05-22 18:05:00,DYU,LCA,3,520
"11191-2305220300--31734,-32756-2-13445-2305221450",581.1,Turkish Airlines > Aegean Airlines > Aegean Airlines,Dushanbe > Istanbul > Athens International,DYU > IST > ATH,Istanbul > Athens International > Larnaca,IST > ATH > LCA,2023-05-22 03:00:00,2023-05-22 14:50:00,DYU,LCA,3,515
11191-2305220300--31734-1-10957-2305230440,684.47,Turkish Airlines > Turkish Airlines,Dushanbe > Istanbul,DYU > IST,Istanbul > Indira Gandhi International ,IST > DEL,2023-05-22 03:00:00,2023-05-23 04:40:00,DYU,DEL,2,680
11191-2305220300--31734-1-11089-2305230045,878.0,Turkish Airlines > Turkish Airlines,Dushanbe > Istanbul,DYU > IST,Istanbul > Hamad International,IST > DOH,2023-05-22 03:00:00,2023-05-23 00:45:00,DYU,DOH,2,575
11191-2305220300--31734-1-11389-2305220910,389.0,Turkish Airlines > Turkish Airlines,Dushanbe > Istanbul,DYU > IST,Istanbul > Ankara Esenboga,IST > ESB,2023-05-22 03:00:00,2023-05-22 09:10:00,DYU,ESB,2,395
11191-2305220300--31734-1-11389-2305221720,387.7,Turkish Airlines > Turkish Airlines,Dushanbe > Istanbul Sabiha,DYU > SAW,Istanbul > Ankara Esenboga,IST > ESB,2023-05-22 03:00:00,2023-05-22 17:20:00,DYU,ESB,2,385
11191-2305220300--31734-1-11636-2305230305,552.0,Turkish Airlines > Turkish Airlines,Dushanbe > Istanbul,DYU > IST,Istanbul > Bishkek,IST > FRU,2023-05-22 03:00:00,2023-05-23 03:05:00,DYU,FRU,2,635
11191-2305220300--31734-1-12071-2305231520,858.0,Turkish Airlines > Turkish Airlines,Dushanbe > Istanbul,DYU > IST,Istanbul > Hanoi,IST > HAN,2023-05-22 03:00:00,2023-05-23 15:20:00,DYU,HAN,2,895
11191-2305220300--31734-1-12409-2305231740,1327.0,Turkish Airlines > Turkish Airlines,Dushanbe > Istanbul,DYU > IST,Istanbul > Incheon International Airport,IST > ICN,2023-05-22 03:00:00,2023-05-23 17:40:00,DYU,ICN,2,915
11191-2305220300--31734-1-12569-2305230335,568.0,Turkish Airlines > Turkish Airlines,Dushanbe > Istanbul,DYU > IST,Istanbul > Islamabad,IST > ISB,2023-05-22 03:00:00,2023-05-23 03:35:00,DYU,ISB,2,645
11191-2305220300--31734-1-14213-2305231910,817.0,Turkish Airlines > Turkish Airlines,Dushanbe > Istanbul,DYU > IST,Istanbul > Manila Ninoy Aquino,IST > MNL,2023-05-22 03:00:00,2023-05-23 19:10:00,DYU,MNL,2,1035
11191-2305220300--31734-1-16292-2305230900,742.0,Turkish Airlines > Turkish Airlines,Dushanbe > Istanbul,DYU > IST,Istanbul > Singapore Changi,IST > SIN,2023-05-22 03:00:00,2023-05-23 09:00:00,DYU,SIN,2,970
11191-2305220300--31734-1-16759-2305221900,908.35,Turkish Airlines > Turkish Airlines,Dushanbe > Istanbul,DYU > IST,Istanbul > Tashkent,IST > TAS,2023-05-22 03:00:00,2023-05-22 19:00:00,DYU,TAS,2,595
11191-2305220300--31734-1-16759-2305230055,705.29,Turkish Airlines > Turkish Airlines,Dushanbe > Istanbul,DYU > IST,Istanbul > Tashkent,IST > TAS,2023-05-22 03:00:00,2023-05-23 00:55:00,DYU,TAS,2,595
11191-2305220300--31734-1-17075-2305231755,1074.0,Turkish Airlines > Turkish Airlines,Dushanbe > Istanbul,DYU > IST,Istanbul > Taipei Taiwan Taoyuan,IST > TPE,2023-05-22 03:00:00,2023-05-23 17:55:00,DYU,TPE,2,1005
11191-2305220300--31734-1-25768-2305230710,796.99,Turkish Airlines > Turkish Airlines,Dushanbe > Istanbul,DYU > IST,Istanbul > Chinggis Khaan,IST > UBN,2023-05-22 03:00:00,2023-05-23 07:10:00,DYU,UBN,2,805
11191-2305220300--31734-1-9561-2305230210,659.99,Turkish Airlines > Turkish Airlines,Dushanbe > Istanbul,DYU > IST,Istanbul > Ashgabat,IST > ASB,2023-05-22 03:00:00,2023-05-23 02:10:00,DYU,ASB,2,545
11191-2305220300--31734-1-9970-2305230620,839.0,Turkish Airlines > Turkish Airlines,Dushanbe > Istanbul,DYU > IST,Istanbul > Bangkok Suvarnabhumi,IST > BKK,2023-05-22 03:00:00,2023-05-23 06:20:00,DYU,BKK,2,895
11191-2305220300--31734-2-11389-2305221115,1183.56,Turkish Airlines > Turkish Airlines > Turkish Airlines,Dushanbe > Istanbul > Izmir,DYU > IST > ADB,Istanbul > Izmir > Ankara Esenboga,IST > ADB > ESB,2023-05-22 03:00:00,2023-05-22 11:15:00,DYU,ESB,3,465
11191-2305220300--31734-2-11389-2305221345,503.1,Turkish Airlines > Turkish Airlines > Turkish Airlines,Dushanbe > Istanbul > Antalya,DYU > IST > AYT,Istanbul > Antalya > Ankara Esenboga,IST > AYT > ESB,2023-05-22 03:00:00,2023-05-22 13:45:00,DYU,ESB,3,470
11191-2305220300--31734-2-11389-2305221500,425.0,Turkish Airlines > Turkish Airlines > Turkish Airlines,Dushanbe > Istanbul Sabiha > Izmir,DYU > SAW > ADB,Istanbul > Izmir > Ankara Esenboga,IST > ADB > ESB,2023-05-22 03:00:00,2023-05-22 15:00:00,DYU,ESB,3,465
11191-2305220300--31734-2-15458-2305230930,855.99,Turkish Airlines > Turkish Airlines > Turkish Airlines,Dushanbe > Istanbul > Bangkok Suvarnabhumi,DYU > IST > BKK,Istanbul > Bangkok Suvarnabhumi > Phnom Penh,IST > BKK > PNH,2023-05-22 03:00:00,2023-05-23 09:30:00,DYU,PNH,3,970
"11191-2305220430--32301,-31734-2-11389-2305221720",604.4,flydubai > flydubai > Turkish Airlines,Dushanbe > Dubai > Istanbul Sabiha,DYU > DXB > SAW,Dubai > Istanbul Sabiha > Ankara Esenboga,DXB > SAW > ESB,2023-05-22 04:30:00,2023-05-22 17:20:00,DYU,ESB,3,570
"11191-2305220430--32301,-31734-2-11636-2305230305",924.1,flydubai > flydubai > Turkish Airlines,Dushanbe > Dubai > Istanbul,DYU > DXB > IST,Dubai > Istanbul > Bishkek,DXB > IST > FRU,2023-05-22 04:30:00,2023-05-23 03:05:00,DYU,FRU,3,825
"11191-2305220430--32301,-31734-2-25768-2305230710",1177.77,flydubai > flydubai > Turkish Airlines,Dushanbe > Dubai > Istanbul,DYU > DXB > IST,Dubai > Istanbul > Chinggis Khaan,DXB > IST > UBN,2023-05-22 04:30:00,2023-05-23 07:10:00,DYU,UBN,3,995
"11191-2305220430--32301,-31734-2-9561-2305230210",1095.5,flydubai > flydubai > Turkish Airlines,Dushanbe > Dubai > Istanbul,DYU > DXB > IST,Dubai > Istanbul > Ashgabat,DXB > IST > ASB,2023-05-22 04:30:00,2023-05-23 02:10:00,DYU,ASB,3,735
"11191-2305220430--32301,-31768-3-16292-2305230935",718.85,flydubai > flydubai > Thai AirAsia > Thai AirAsia,Dushanbe > Dubai > Hazrat Shahjalal International Airport  > Don Mueang,DYU > DXB > DAC > DMK,Dubai > Hazrat Shahjalal International Airport  > Don Mueang > Singapore Changi,DXB > DAC > DMK > SIN,2023-05-22 04:30:00,2023-05-23 09:35:00,DYU,SIN,4,815
"11191-2305220430--32301,-31963-1-12569-2305222045",442.5,flydubai > PIA,Dushanbe > Dubai,DYU > DXB,Dubai > Islamabad,DXB > ISB,2023-05-22 04:30:00,2023-05-22 20:45:00,DYU,ISB,2,400
"11191-2305220430--32301,-31963-2-12569-2305221755",633.0,flydubai > PIA > PIA,Dushanbe > Dubai > Karachi,DYU > DXB > KHI,Dubai > Karachi > Islamabad,DXB > KHI > ISB,2023-05-22 04:30:00,2023-05-22 17:55:00,DYU,ISB,3,455
"11191-2305220430--32301,-31973-2-11636-2305230410",715.5,flydubai > flydubai > Pegasus Airlines,Dushanbe > Dubai > Istanbul Sabiha,DYU > DXB > SAW,Dubai > Istanbul > Bishkek,DXB > IST > FRU,2023-05-22 04:30:00,2023-05-23 04:10:00,DYU,FRU,3,815
"11191-2305220430--32301,-31973-3-11636-2305230350",881.2,flydubai > flydubai > Pegasus Airlines > Pegasus Airlines,Dushanbe > Dubai > Istanbul Sabiha > Antalya,DYU > DXB > SAW > AYT,Dubai > Istanbul Sabiha > Antalya > Bishkek,DXB > SAW > AYT > FRU,2023-05-22 04:30:00,2023-05-23 03:50:00,DYU,FRU,4,880
"11191-2305220430--32301,-32036-2-11089-2305221705",762.8,flydubai > Flynas > Flynas,Dushanbe > Dubai > Riyadh,DYU > DXB > RUH,Dubai > Riyadh > Hamad International,DXB > RUH > DOH,2023-05-22 04:30:00,2023-05-22 17:05:00,DYU,DOH,3,420
"11191-2305220430--32301,-32052-2-25768-2305230710",1235.6,flydubai > flydubai > MIAT Mongolian Airlines,Dushanbe > Dubai > Istanbul,DYU > DXB > IST,Dubai > Istanbul > Chinggis Khaan,DXB > IST > UBN,2023-05-22 04:30:00,2023-05-23 07:10:00,DYU,UBN,3,995
"11191-2305220430--32301,-32456-2-14788-2305232035",614.8,flydubai > Cathay Pacific > Cathay Pacific,Dushanbe > Dubai > Hong Kong Intl,DYU > DXB > HKG,Dubai > Hong Kong Intl > Tokyo Narita,DXB > HKG > NRT,2023-05-22 04:30:00,2023-05-23 20:35:00,DYU,NRT,3,945
"11191-2305220430--32301,-32456-2-15277-2305231530",693.8,flydubai > Cathay Pacific > Cathay Pacific,Dushanbe > Dubai > Hong Kong Intl,DYU > DXB > HKG,Dubai > Hong Kong Intl > Beijing Capital,DXB > HKG > PEK,2023-05-22 04:30:00,2023-05-23 15:30:00,DYU,PEK,3,890
"11191-2305220430--32301,-32456-2-17075-2305231745",556.8,flydubai > Cathay Pacific > Cathay Pacific,Dushanbe > Dubai > Hong Kong Intl,DYU > DXB > HKG,Dubai > Hong Kong Intl > Taipei Taiwan Taoyuan,DXB > HKG > TPE,2023-05-22 04:30:00,2023-05-23 17:45:00,DYU,TPE,3,800
"11191-2305220430--32301,-32532-2-11389-2305221845",808.6,flydubai > flydubai > Azerbaijan Airlines,Dushanbe > Dubai > Baku Heydar Aliyev International,DYU > DXB > GYD,Dubai > Baku Heydar Aliyev International > Ankara Esenboga,DXB > GYD > ESB,2023-05-22 04:30:00,2023-05-22 18:45:00,DYU,ESB,3,550
"11191-2305220430--32301,-32611-3-12071-2305251500",715.98,flydubai > flydubai > AirAsia > AirAsia,Dushanbe > Dubai > Colombo Bandaranayake > Kuala Lumpur International,DYU > DXB > CMB > KUL,Dubai > Colombo Bandaranayake > Kuala Lumpur International > Hanoi,DXB > CMB > KUL > HAN,2023-05-22 04:30:00,2023-05-25 15:00:00,DYU,HAN,4,925
11191-2305220430--32301-1-10610-2305230110,683.1,flydubai > flydubai,Dushanbe > Dubai,DYU > DXB,Dubai > Colombo Bandaranayake,DXB > CMB,2023-05-22 04:30:00,2023-05-23 01:10:00,DYU,CMB,2,505
11191-2305220430--32301-1-10901-2305222055,607.37,flydubai > flydubai,Dushanbe > Dubai,DYU > DXB,Dubai > Hazrat Shahjalal International Airport ,DXB > DAC,2023-05-22 04:30:00,2023-05-22 20:55:00,DYU,DAC,2,525
11191-2305220430--32301-1-11089-2305220855,486.04,flydubai > flydubai,Dushanbe > Dubai,DYU > DXB,Dubai > Hamad International,DXB > DOH,2023-05-22 04:30:00,2023-05-22 08:55:00,DYU,DOH,2,290
11191-2305220430--32301-1-11636-2305230440,857.2,flydubai > flydubai,Dushanbe > Dubai,DYU > DXB,Dubai > Bishkek,DXB > FRU,2023-05-22 04:30:00,2023-05-23 04:40:00,DYU,FRU,2,455
11191-2305220430--32301-1-12042-2305221355,666.27,flydubai > flydubai,Dushanbe > Dubai,DYU > DXB,Dubai > Baku Heydar Aliyev International,DXB > GYD,2023-05-22 04:30:00,2023-05-22 13:55:00,DYU,GYD,2,395
11191-2305220430--32301-1-13288-2305221855,576.52,flydubai > flydubai,Dushanbe > Dubai,DYU > DXB,Dubai > Kathmandu,DXB > KTM,2023-05-22 04:30:00,2023-05-22 18:55:00,DYU,KTM,2,500
11191-2305220430--32301-1-13344-2305221340,562.5,flydubai > flydubai,Dushanbe > Dubai,DYU > DXB,Dubai > Kuwait,DXB > KWI,2023-05-22 04:30:00,2023-05-22 13:40:00,DYU,KWI,2,330
11191-2305220430--32301-1-13938-2305221210,607.37,flydubai > flydubai,Dushanbe > Dubai,DYU > DXB,Dubai > Muscat,DXB > MCT,2023-05-22 04:30:00,2023-05-22 12:10:00,DYU,MCT,2,290
11191-2305220430--32301-1-14155-2305221440,876.62,flydubai > flydubai,Dushanbe > Dubai,DYU > DXB,Dubai > Velana International,DXB > MLE,2023-05-22 04:30:00,2023-05-22 14:40:00,DYU,MLE,2,480
11191-2305220430--32301-1-16029-2305221215,627.0,flydubai > flydubai,Dushanbe > Dubai,DYU > DXB,Dubai > Riyadh,DXB > RUH,2023-05-22 04:30:00,2023-05-22 12:15:00,DYU,RUH,2,340
11191-2305220430--32301-1-16759-2305230240,928.96,flydubai > flydubai,Dushanbe > Dubai,DYU > DXB,Dubai > Tashkent,DXB > TAS,2023-05-22 04:30:00,2023-05-23 02:40:00,DYU,TAS,2,430
11191-2305220430--32301-1-16785-2305221425,713.95,flydubai > flydubai,Dushanbe > Dubai,DYU > DXB,Dubai > Tbilisi,DXB > TBS,2023-05-22 04:30:00,2023-05-22 14:25:00,DYU,TBS,2,425
